,rating,date,review
3196,5,2020-07-07T01:04:55.000Z,"Violin back in action
Violin strings were sent promptly, and faster than I could get across town myself to get them. The violin is back in action -- thanks a lot!"
3197,5,2020-07-07T01:03:15.000Z,"Happy purchase
Guitar was exactly as advertised - quick shipping to Sydney"
3198,5,2020-07-06T05:32:28.000Z,"Very professional
Very professional, great prices and prompt delivery--hope to do business with them again."
3199,5,2020-07-06T04:24:42.000Z,"The order came fast in excellent…
The order came fast in excellent condition."
3200,4,2020-07-06T04:19:31.000Z,"delivery
delivery - good
product - good
order wait time - long
service - good"
3201,5,2020-07-06T02:01:03.000Z,"Well packed and protected
My goods arrived safe and sound. They were very well packed and protected from possible transport miss handling.
The goods were exactly what I had ordered and expected. Useful shipping notification was given."
3202,5,2020-07-06T01:47:54.000Z,"Placed order on weekend
Placed order on weekend, came from Canberra to Sydney by Wednesday. Fast service. Well packed and item is great."
3203,5,2020-07-06T01:42:17.000Z,"Noof is an amazing help whenever I…
Noof is an amazing help whenever I visit the store. Knowledgeable and such a nice guy. Thanks Better Music."
3204,5,2020-07-06T01:32:52.000Z,"Thank you for smooth transit and easy…
Thank you for smooth transit and easy to get Whst I require"
3205,5,2020-07-06T01:14:00.000Z,"Very quick postage
Very quick postage! Thanks"
3206,5,2020-07-06T01:02:08.000Z,"Excellent
Excellent keyboard and delivery time"
3207,5,2020-07-05T22:56:20.000Z,"The guitar you sent me has a great…
The guitar you sent me has a great sound and resonance, its vibrant tones have immensely enriched my musical life. The guitar represents incredible value to me and has opened up my music in a way that I hadnt previously perceived possible. Thankyou for stocking this great guitar it was 100 dollars cheaper through you guys than ebay, I am very pleased."
3208,5,2020-07-05T12:06:43.000Z,"Great guitar Case
Great guitar Case. Shipping time was good."
3209,5,2020-07-05T05:33:55.000Z,"Adjustable gas-lift piano stool
Delivered in three days, great product, good price"
3210,5,2020-07-05T04:43:21.000Z,"Excellent product
Excellent product, Fast dispatch & delivery, absolutely spot on ."
3211,5,2020-07-05T04:14:18.000Z,"Great all round.
Great all round.
Rapid response to questions I had prior to ordering, honest answers about availability and expected timeframes for delivery, and they got the item out the door on the way to me very quickly.
Excellent service, couldn't ask for much more. Thanks gents."
3212,5,2020-07-05T03:45:07.000Z,"Great service and fast delivery 🚚on line
Great service and fast delivery 🚚"
3213,5,2020-07-05T02:28:01.000Z,"Great price for product and quick…
Great price for product and quick delivery"
3214,5,2020-07-05T02:14:11.000Z,Great I'd recommend you to anyone
3215,5,2020-07-05T01:54:52.000Z,"Good comunication
Good comunication, easy process, very happy with quality items. A supplier to Bettermusic a little slow. Total 10 days for delivery. Delays expected due to Covid 19."
3216,5,2020-07-05T01:52:08.000Z,"Great experience
I purchased a digital piano and an electric guitar for my children , although most music shops had run out of the Brand’s that I was looking for , but Better music had them in stock and the process of delivery was fantastic.
Thanks to Better music team !"
3217,2,2020-07-10T22:47:24.000Z,"You had your chance guys
My item was listed as in stock was told next day I’d have to wait 2 months. I asked for a cable to tie me over which didn’t work. At this point I was ok and understand these things happen but they wouldn’t send me my product until I paid for the cable. $30 for a 2 month wait seemed to be fair compensation in my book. The rep was not interested at all. Too bad for them as I am about to upgrade my home studio and won’t be coming back customer service was horrendous . Store DJ ALL THE WAY
PEACE
NOK

Ps you’re no cheaper than store DJ or any other place selling this item or that cable"
3218,5,2020-07-05T01:10:30.000Z,"Absolutely amazing service
Absolutely amazing to deal with. The product I wanted wasn't in stock and the team emailed me with my options and it arrived a lot sooner then I was expecting. Postage was fast and the product is amazing. Will definitely be ordering again!"
3219,5,2020-07-03T09:39:38.000Z,"Smooth delivery
Item came very quick!"
3220,3,2020-07-03T08:42:56.000Z,"The price was higher than other stores
The service was fast but the price was higher than another store (Mannys). I asked by email if they would match the price but never got a reply."
3221,5,2020-07-03T07:36:49.000Z,"excellent range
excellent range. easy online purchasing. amazingly swift delivery. happy recipient. what more could you want!"
3222,5,2020-07-03T04:15:36.000Z,"Whilst the initial order was out of…
Whilst the initial order was out of stock - they offered a replacement or an accurate ETA of the preferred product."
3223,5,2020-07-03T01:52:01.000Z,"Fantastic
Fantastic. No problems at all."
3224,5,2020-07-03T01:28:03.000Z,"Awesome service from James
Awesome service from James, and so happy with my Casio CDP-S100!"
3225,5,2020-07-02T20:04:57.000Z,"Very generous Tech support
Very generous Tech support when I called for assistance setting up and test driving MIDI connections. Chris is a legend. I couldn’t be happier with Better Music’s service. I would definitely buy from them again."
3226,5,2020-07-02T05:46:42.000Z,"Vox portable Bass Amp
Website was easy to use, product arrived quickly and was exactly as advertised. Very happy with our purchase."
3227,5,2020-07-02T04:28:24.000Z,good pricing and products
3228,5,2020-07-02T02:56:26.000Z,Quick delivery and good service
3229,5,2020-07-02T02:50:00.000Z,Great service as always
3230,5,2020-07-02T01:48:56.000Z,"Thanks better music
Thanks better music, very good service"
3231,5,2020-07-02T01:42:52.000Z,"Positive experience with Better Music.
I have now bought two items from Better Music this year (2020). Each time has been a positive experience."
3232,5,2020-07-02T01:35:25.000Z,"Great experience
Quick delivery. Excellent product. Comfortable shopping."
3233,5,2020-07-02T01:19:52.000Z,Best thing ever
3234,5,2020-07-02T01:10:22.000Z,Friendly Helpful Staff Very Well Priced
3235,5,2020-07-02T01:05:57.000Z,"All good!
Delivered promptly"
3236,2,2020-07-02T00:34:09.000Z,"Poor customer service, broken and mismatched stock
Pretty disappointed with my experiences with Better Music. I had poor customer service and issues with the stock I ordered. All info I got about the status of my order was by chasing them. I ordered two 500 series modules online, then was told only one was in stock after paying. The second one was then ordered from their supplier, and although the supplier itself was very slow, I was not kept in the loop and it took another week and a half to ship. Once both arrived, the two modules were different model numbers, looked entirely different, and one was missing a knob! To their credit, they ordered a replacement and didn't require me to ship the damaged one until I received this, but ordering again from the same slow supplier, this took forever and I was again forced to nudge them every few days for info. Emails were not responded to so I had to call them multiple times. The module has now been replaced but I never received an apology for the mixup or damaged stock."
3237,5,2020-07-01T12:05:24.000Z,"FullTone OCD Limited edition Ge
Good price; shipped fast
Awesome sounding overdrive
Will buy from you again AAA+++"
3238,5,2020-07-01T12:01:27.000Z,"Fast delivery and good communication
Fast delivery and good communication. THank you"
3239,5,2020-07-01T04:02:50.000Z,"5 star experience
The whole interaction was an absolute breeze, even after I realised I'd accidentally typed the wrong postcode. The staff were super helpful and fixed it very quickly!"
3240,5,2020-07-01T02:12:00.000Z,"Excellent Service
Very fast postage when item was in stock and great communication. Also the best prices I could find online. Thank You"
3241,5,2020-07-01T01:54:32.000Z,"Excellent online buying experience
Better Music was one of the few online stores clearly showing the Rode M3 microphone was in stock (some other online stores gave no indication of stock levels, when contacted admitted they didn't have any).
Ordered online from Better Music in the morning, picked up by the courier late in the afternoon and delivered late the next day to Brisbane - excellent. Very happy, would buy from them again."
3242,5,2020-07-01T01:33:39.000Z,"Great products at a great price Quick…
Great products at a great price Quick and efficient service"
3243,5,2020-07-01T01:29:19.000Z,"Fantastic website and fast
Fantastic website and fast, efficient service."
3244,5,2020-07-01T01:18:02.000Z,"Great service
Great service. Shipping was delayed due to COVID. All in all a good experience. Will use them again"
3245,5,2020-07-01T01:11:22.000Z,"Helpful staff
Helpful staff, fast delivery and competitive pricing"
3246,5,2020-07-01T01:03:53.000Z,"Thank you
Thank you. Very speedy efficient dispatch and delivery. JJ"
3247,5,2020-07-01T01:02:07.000Z,"Great website and my purchases arrived…
Great website and my purchases arrived sooner than I expected. totally recommend the website."
3248,5,2020-06-30T09:55:33.000Z,"Quality Service
Purchased few things from the website, the order was delivered very quickly. The only downside is that I purchased something that is out of stock. Ideally the website should be updated to prevent wasting time. However, the staff are easy to talk to and responds quickly."
3249,5,2020-06-30T09:26:09.000Z,"Extremely Happy
Extremely happy with their communication and delivery. They advised me the product was on back order but still managed to get the product to me quickly and well before their expected date. thanks !"
3250,5,2020-06-30T08:39:02.000Z,"Better Music but even better service
I recently purchased a small acoustic amplifier from Better Music online. From the outset the guys were helpful and responsive. The amp I purchased was not in stock and they was quickly contacted me to let me know, and to check if it was OK to proceed with the order. Once confirmed they immediately advised an approximate delivery date. The amp arrived a full 3 weeks before I expected. Great service and a terrific piece of equipment. I could not be happier. Would highly recommend Better Music and will definitely buy from them again. Thanks Guys."
3251,4,2020-06-30T07:11:01.000Z,"Better Music were reasonable values for…
Better Music were reasonable values for the purchased and when the confirmation delivery dates to the customer and always on time. The Gears were right as advertised online.
Once not much satisfied was the item advertised in-stocks when place on order then the answers need to wait for the supplied for 2-4 dates arrived then delivered to the customer. A bit confused about in-stocks meaning was stocks in store and ready to shipped or in-stocks meaning was waiting for the supplier later after received to shipped out.
However, Better music still good as trustworthy to purchase the music instrument from them"
3252,3,2020-06-30T07:09:28.000Z,"I’d give 3.5 stars
I’d give 3.5 stars. I’ve purchased from BM before and it was smooth but this time was a little average. First of all, one of the items was in backorder. After nearly a month, I emailed to find out that staff forgot to notify me stock is back. When I went to collect my order, after waited in line (long queue) only to be told I was meant to be the other side of the shop. A small sign that says Online Order Pick-Up will suffice. So I went to the other side of the shop, waited again, the staff in the storeroom need some self-awareness training. He looked at me and then went back packing his orders instead of asking me if I needed help. After about 5 mins, by now I was feeling frustrated. Supposed to be easy when I’m just collecting my order. I went back to the main queue and asked for someone to help me. He walked to the “collect point” and then this dude in the storeroom finally appeared and asked if I needed help! My mind was blown at this point. He then found my order but I asked what happened to the item I was told has arrived?! He responded the item hasn’t arrived but would call me when it arrived. I went home and emailed the guy who told me the item had arrived. This guy replied “it’s right next to your drum head which you picked up”! Ugh! This dude in the storeroom seriously need his eyes checked! I said I won’t return again since I was there. The guy was nice and offered to post it to me. I received it without delay which was great. Hence 3.5 stars. I’m not sure I’d order online anymore. I’d like to support local business but it was an unpleasant experience for sure."
3253,5,2020-06-30T07:00:34.000Z,Huge range and great customer service!
3254,5,2020-06-30T06:45:30.000Z,No problems.
3255,4,2020-06-30T05:15:54.000Z,"Everything so far has gone perfectly I…
Everything so far has gone perfectly I haven't gotten my mic stand yet but it was on back order.
Good website and I have no complaints"
3256,4,2020-06-30T04:04:40.000Z,"Very speedy delivery
Very speedy delivery, and product came as advertised. Good communication too!"
3257,5,2020-06-30T03:31:23.000Z,"Excellent service
Excellent service, diligent assistance with research, quick despatch, gear arrives in excellent condition."
3258,5,2020-06-30T03:28:28.000Z,"Superfast Delivery
Superfast Delivery! Highly recommended!"
3259,5,2020-06-30T02:44:26.000Z,"Fantastic service,very prompt with…
Fantastic service,very prompt with delivery times and very clear communication with customer service enquires"
3260,5,2020-06-30T02:39:44.000Z,"Better Better !!
Competitive pricing, super quick delivery"
3261,5,2020-06-30T01:41:59.000Z,"Morgan is an excellent manager
Morgan is an excellent manager
Was able to solve issues quickly and did personally communicate the restorative measures
Much appreciated!!
Martin Ebenezer"
3262,5,2020-06-30T01:27:11.000Z,"Ab Fab...I like Better Music's website…
Ab Fab...I like Better Music's website and they're service for online orders. I was kept in the loop on my order and my package arrived in good condition. I've visited the shop when I was in Canberra many months ago...nice.!!!"
3263,4,2020-06-30T01:22:56.000Z,"Good service and communication
Good service and communication. Great Price"
3264,5,2020-06-30T01:19:31.000Z,"Happy experience!
Hi
I bought Yamaha E463 keyboard piano. Better music website was easy to navigate. Price was lowest. Comms were in timely manner. Delivery was quick as mentioned on the website. Product was as described and in perfect condition. Overall happy with the experience. Yamaha keyboard review will be later as I have used only for 2 times."
3265,4,2020-06-30T01:15:25.000Z,"Great seller
Great seller. Thank you for the service."
3266,5,2020-06-30T01:13:10.000Z,"Nice seller
Review video very helpful, speedy dispatched, nice seller, thanks."
3267,5,2020-06-30T01:07:07.000Z,"Great!
I received my order in a day and a half. I've never experienced such a fast delivery.
Product, price and delivery are very satisfactory shopping. I will continue to use Better music online shopping."
3268,5,2020-06-30T01:05:08.000Z,"Always have the best customer service…
Always have the best customer service and friendly staff !"
3269,5,2020-06-30T01:02:02.000Z,"The website is easy to navigate around…
The website is easy to navigate around and shop. Quality works, would definitely recommend 🤙💪"
3270,5,2020-06-29T12:59:26.000Z,"prompt service
prompt service
excellent packaging of product
the whole experience was effortless"
3271,5,2020-06-29T12:52:51.000Z,Excellent product with fast delivery.
3272,5,2020-06-29T09:47:55.000Z,"Great!
They were great!"
3273,3,2020-06-29T07:27:27.000Z,"Need to advertise when items are out of stock
Excellent value, but took ages to receive my order, as one item was out-of-stock (which the website didn't say when I placed the order), delaying the whole package. If I'd known that item was out of stock I wouldn't have ordered it, as I needed the other items more urgently"
3274,5,2020-06-29T04:37:25.000Z,"just received my new AMP for electric…
just received my new AMP for electric guitar.Thank you so much for quick delivery in these tough times, well done."
3275,5,2020-06-29T03:38:26.000Z,"Love my new headphones
Quality product, great price and super fast delivery. Thanks for my Audio-technica M40x headphones, I’ve been using them since they arrived, they’ve made my keyboard playing even more of a joy."
3276,5,2020-06-29T02:58:26.000Z,"Paiste 8.
The shipping took a while to be dispatched but it was totally worth the wait. Once dispatched the goods arrived within two days. The cymbals are fantastic and the communication with the seller was perfect, quick responses with accurate and honest information.

I will definitely buy again from them soon."
3277,5,2020-06-29T02:20:08.000Z,Great service and prompt delivery.
3278,5,2020-06-29T02:09:23.000Z,"Great price
Great price, fast delivery. will continue to use Better Music"
3279,5,2020-06-29T02:02:35.000Z,Helpful service and good price
3280,5,2020-06-29T01:33:29.000Z,"Great service
Great service, Ordered a set of Yamaha speakers, received call to check address, product arrived 4 days later...."
3281,5,2020-06-29T01:25:27.000Z,"Purchased a Bass Guitar
Purchased a Bass Guitar, arrived in a couple of days which was fantastic, AND unboxed it and it was in tune.
Very good service and would recommend Better Music, great to deal with."
3282,5,2020-06-29T01:20:13.000Z,"Good service
Fast service, constant updates and quick to post . Got my order correct , couldn’t ask for more , would recommend . Thanks Better Music"
3283,5,2020-06-29T01:09:57.000Z,"The Guitar was packed well
The Guitar was packed well, the delivery was very quick. The Guitar was as in good condition and played well.

Thanks Paul"
3284,5,2020-06-29T01:01:53.000Z,"Great service
Great service. Will use the guys again. Thank you. Carlo 😊"
3285,1,2020-06-29T00:56:43.000Z,"NO communication about delayed…
NO communication about delayed delivery, at least an estimate would have been nice"
3286,5,2020-06-28T12:59:51.000Z,"Fast delivery and product in great…
Fast delivery and product in great quality"
3287,5,2020-06-28T06:46:22.000Z,"Friendly helpful staff
Friendly helpful staff, quick delivery & always interesting packing."
3288,5,2020-06-28T05:35:18.000Z,"Fast reply to initial enquiry
Fast reply to initial enquiry about availibilty of a product I was after. The delivery time was quick, the constant updates were good and relevant. Professional and prompt service will use again and will drop in next time in Canberra."
3289,5,2020-06-28T04:51:11.000Z,"Excellent experience with Better Music!
Excellent experience with Better Music!

Very quick delivery of my Keystep Pro which was well packaged, and kept well informed by Better Music of the progess of my purchase.

Will certainly do business with Better Music again."
3290,5,2020-06-28T04:16:04.000Z,Easy and quick.
3291,5,2020-06-28T04:15:41.000Z,"Good quality hydraulic piano stool
Good quality hydraulic piano stool, easy to assemble, able to track delivery status"
3292,5,2020-06-28T03:14:20.000Z,"Awesome
Awesome service fast and reliable products"
3293,5,2020-06-28T01:39:29.000Z,"Good service and product
Good service and product at a reasonable price. What’s not to like."
3294,5,2020-06-28T01:28:00.000Z,"Better Music - 5 star all the way
Our dealings with Better Music were smooth sailing in all aspects. The drum kit was exactly as pictured and is awesome. Delivery was so quick once dispatched too."
3295,3,2020-06-28T01:27:01.000Z,"Were a little slow to respond
Were a little slow to respond. Took over a week to dispatch but products were all good. Was told about delays on website, however took me asking 3 times in communications when was being dispatched to get a response."
3296,5,2020-06-28T01:09:26.000Z,"Very satisfied
Very satisfied. One of my favourite music stores. Fast shipping and response despite in covid-19 environment. Definitely will shop again. Thank you."
3297,5,2020-06-28T01:04:11.000Z,Very quick delivery!
3298,5,2020-06-28T01:03:32.000Z,"Quality product with good price
Quality product with good price. Delivery is slow though"
3299,5,2020-06-27T05:48:00.000Z,Awesome to deal with online.
3300,5,2020-06-27T03:43:07.000Z,"Better Music Rocks!
Better Music (BM) delivered exemplary service throughout this transaction.

- Communication - Excellent
- Speed of Delivery - Excellent
- Price - Excellent
- The follow-up to check on customer satisfaction - Excellent

Overall, an awesome company.

Vaughan"
3301,5,2020-06-27T03:05:47.000Z,"Great communication from the start
Great communication from the start. Friendly email from Eric. Thanks. I will be buying more online!!"
3302,4,2020-06-26T12:41:48.000Z,"Very fast delivery and amazing customer…
Very fast delivery and amazing customer support, very happy with the service and support I recieved 😁"
3303,4,2020-06-26T06:42:42.000Z,"The product itself is fine but lost 1…
The product itself is fine but lost 1 star as it took more than 10 days for the delivery."
3304,5,2020-06-26T03:38:05.000Z,"I bought it they shipped it I got it
I bought it they shipped it I got it. Simple transaction .Excellent ."
3305,4,2020-06-25T16:05:08.000Z,"Secure and safely delivered
Secure and safely delivered. High quality products"
3306,5,2020-06-25T11:18:34.000Z,Spot on in every aspect.
3307,5,2020-06-25T10:00:13.000Z,Great value and service
3308,5,2020-06-25T06:49:13.000Z,fast reliable service
3309,5,2020-06-25T02:59:33.000Z,Fast efficient service Thank you.
3310,5,2020-06-25T02:16:32.000Z,"Re : Boss Katana Artist Mk 11
Great price, quick free postage (from ACT to Coffs Harbour), good website."
3311,5,2020-06-25T01:50:32.000Z,"Extraordinary keyboard
I purchased a Casio CT S-200bk keyboard from Better Music, which arrived with little delay in rural NSW. I knew that this purchase would be a good one, having seen it reviewed on YouTube by a qualified music teacher. Its versatility, portability and sound are all remarkable for this price level. A great entry-level digital keyboard, professionally sold and delivered, which is what I always hope for but don’t always get."
3312,5,2020-06-25T01:36:18.000Z,"Great customer service & communication
Great customer service and commuication.Product is great too."
3313,4,2020-06-25T01:34:13.000Z,"Great Service
Great to find that you had what I required in stock when other websites didn't."
3314,5,2020-06-25T01:23:41.000Z,"Great to deal with
Great to deal with. Thanks for keeping me updated on my order and for fast shipping."
3315,5,2020-06-25T01:07:03.000Z,"A very professional and trustworthy…
A very professional and trustworthy store!"
3316,4,2020-06-25T01:03:36.000Z,"Good products, delivery a bit slow
Delivery took 2 weeks from date of order otherwise very good"
3317,5,2020-06-24T08:05:31.000Z,Fast shipping and best price around
3318,4,2020-06-24T07:33:18.000Z,"Not provided feedback after placing the…
Not provided feedback after placing the order, But satisfied about delivered time."
3319,5,2020-06-24T07:25:28.000Z,"Hands down the best music store I've…
Hands down the best music store I've purchased from! Great inventory. Fantastic customer service and very competitive pricing. will definitly be a repeat customer in the future!!"
3320,5,2020-06-24T05:41:02.000Z,"Wonderful instrument and excellent…
Wonderful instrument and excellent service!"
3321,3,2020-06-24T04:01:50.000Z,"Silent brass
My silent brass pick up mute was sent to the wrong address so I had to wait for 2 weeks for new stock to arrive."
3322,5,2020-06-24T03:17:42.000Z,"Easy, quick and quality product
Easy, quick transaction, good customer support over phone prior and quick delivery. Great product too. Thanks!"
3323,5,2020-06-24T01:34:22.000Z,"Well done.
Easy to deal with and the product arrived safely and within an acceptable amount of time."
3324,5,2020-06-24T01:20:54.000Z,No problems with my order.
3325,5,2020-06-24T01:06:16.000Z,Fast delivery good service.
3326,5,2020-06-23T12:52:38.000Z,"Name jef
Quick delivery amidst the stress of COVID-19. Very commendable would highly recommend👍"
3327,5,2020-06-23T10:16:56.000Z,"Guitar arrived quickly
Guitar arrived quickly, easy transaction and great price. Happy!"
3328,5,2020-06-23T09:59:16.000Z,"Great buying experience
Great communication and prompt shipping. My new Gibson SG is gorgeous. Thanks. :)"
3329,5,2020-06-23T05:10:35.000Z,Great amp and great service.
3330,5,2020-06-23T05:09:58.000Z,"Excellent
Very prompt service, thank you."
3331,5,2020-06-23T01:15:56.000Z,"Top notch service
Top notch service
Happy customer
👍🏻"
3332,5,2020-06-23T01:07:08.000Z,Excellent service and price.
3333,3,2020-06-22T23:33:19.000Z,"Very slow shipping and unable to return…
Very slow shipping and unable to return item."
3334,3,2020-06-22T09:36:54.000Z,"Item had to be returned due to mistake…
Item had to be returned due to mistake in picking. Support has been good though"
3335,5,2020-06-22T02:44:17.000Z,"great
great service. Great delivery. Great guitar"
3336,5,2020-06-22T02:24:44.000Z,"Quick and easy online shopping
Quick and easy online shopping.

I bought a DTX 522 electronic drum kit online. All packages came from Canberra to rural NSW within a few days. Free shipping as well."
3337,4,2020-06-22T02:21:32.000Z,good quality
3338,5,2020-06-22T02:19:05.000Z,No problems---Timing slow
3339,3,2020-06-22T01:33:35.000Z,"Took a lot longer than expected to…
Took a lot longer than expected to receive my order."
3340,4,2020-06-22T01:28:55.000Z,Quick delivery
3341,5,2020-06-22T01:08:50.000Z,Fast delivery and great product!
3342,5,2020-06-22T01:04:04.000Z,"Awesome music shop
Always great customer service especially for online purchases, you can ring an actual human if you need to talk about anything. Always on time and packed well. Top stuff 👍👍👍👍"
3343,5,2020-06-21T22:45:17.000Z,"Good honest info
Good honest info. Fast service and delivery. Good price"
3344,5,2020-06-21T01:03:26.000Z,"Highly recommended.
Excellent service. Great pricing and very friendly staff. Will definitely buy from Better Music again."
3345,5,2020-06-20T09:23:23.000Z,"Great prices and service!!
Quick postage, great service and excellent pricing - cello strings arrived safely and securely and the cello mute is keeping everyone happy!! Highly recommended."
3346,5,2020-06-20T04:28:47.000Z,helpful staff fast shipping
3347,5,2020-06-20T04:21:41.000Z,"From order to delivery Better Music…
From order to delivery Better Music kept me informed at every step. My order arrived in perfect condition and in advance of the estimated timeframe, which in these days of pandemic delays, was stellar. Good work Big Music crew, thanks."
3348,5,2020-06-20T02:37:32.000Z,"Have already responded but 10/10 for…
Have already responded but 10/10 for service and quality product"
3349,4,2020-06-19T05:53:52.000Z,Good service prompt delivery 👍
3350,3,2020-06-19T02:10:28.000Z,"My sad review
Kind of sad. The volume & tone control Part have few scratches already. This is not what I expected. :( please next time, handle it with care during quality checking. No one likes to have their brand new guitar scratched. Ordered May 29, not until June 4, I was emailed that the color that I wanted is not available. Had to wait for few more days to get another color though. I received the guitar by June 18. Have to commend the customer service team though. They response accordingly. Thank you."
3351,5,2020-06-18T11:58:47.000Z,Items arrived on the time prescribed.
3352,5,2020-06-18T10:39:47.000Z,"Very good service
Very good service. Thank you."
3353,5,2020-06-18T08:59:20.000Z,Fast delivery and competitive price.
3354,5,2020-06-18T04:43:51.000Z,"Great service
Purchase was simple and straight forward. Delivery was fast and when I actually had to return my purchase due to the person I was gifting it to already having it, they were so easy to deal with and again prompt response. Thank you"
3355,5,2020-06-18T02:31:43.000Z,"Great price
Great price, great product & fast delivery. Can highly recommend Better Music."
3356,5,2020-06-18T01:54:21.000Z,"Hard working musical all stars making…
Hard working musical all stars making it great for musicians, film makers and listeners country wide!"
3357,5,2020-06-18T01:52:53.000Z,Good phone service
3358,3,2020-06-18T01:48:47.000Z,"Cnr of box had been crushed in on…
Cnr of box had been crushed in on arrival"
3359,5,2020-06-18T01:41:53.000Z,"Great team
Great team, variety of quality products and fast trackable shipping. Thank you!"
3360,5,2020-06-18T01:18:54.000Z,Super speedy delivery.
3361,2,2020-06-18T01:18:18.000Z,"Poor communication
I had purchased an item online, saw that it was ""in stock"" and ETA of 4-5 days to WA. A week later i had an email saying that new boxed stock would be available to ship in 4-5 days. Upon not receiving any updates for another week and a half, i followed up with a polite query asking for an update and that the website had still listed the item ""in stock"". No contact from the store to explain the delay or even to simply apologise for the delay. I completely understand delays and especially due to covid, but not making contact and keeping paying customers in the loop is pretty disappointing."
3362,5,2020-06-17T07:42:56.000Z,"My expression pedal came extremely…
My expression pedal came extremely quickly, and was the best price I could find. I always go with a Better Music these days."
3363,5,2020-06-17T06:01:35.000Z,Always great service and prices!
3364,5,2020-06-17T05:09:56.000Z,"Great price and extremely quick…
Great price and extremely quick postage. I would definitely recommend"
3365,1,2020-06-17T04:18:05.000Z,"Selling guitars on line that they don't…
Selling guitars on line that they don't have in store & won't have for months.
Took my money & only after I called them they said they don't have the guitar."
3366,5,2020-06-17T03:30:20.000Z,"Highly recommend
Awesome communication and fast delivery"
3367,4,2020-06-17T02:15:35.000Z,"Received my guitar pickup as expected…
Received my guitar pickup as expected and was updated all the way. Great service! Package was oversized but goods received in good condition."
3368,5,2020-06-17T01:48:28.000Z,Excellent service!
3369,5,2020-06-17T01:31:22.000Z,"Very Professional
Very Professional. They kept me informed of my back order. My order arrived before expectations. Very happy with the purchase!"
3370,5,2020-06-17T01:04:28.000Z,"5/5 Stars
Wicked shop. Great customer service, incredible products. Why shop anywhere else?"
3371,5,2020-06-16T12:43:04.000Z,"Highly recommended
Accurate descriptions, good advice, great service, guitar arrived quickly."
3372,5,2020-06-16T06:15:48.000Z,"Order arrived within the week and…
Order arrived within the week and everything i ordered was there, no issues at all with the service."
3373,5,2020-06-16T06:03:21.000Z,"Very good service
Very good service, price and delivery. Very please with the product."
3374,5,2020-06-16T04:53:51.000Z,"Very happy with experience
Very happy with experience. The item I wanted was not available due to shortages and I was asked if I’d like to replace with a similar item. I spoke to a store expert and decided to wait for my original order.
Price was right and item was delivered as soon as stock replenished.
I would certainly shop here again."
3375,5,2020-06-16T04:25:56.000Z,Great communication and service.
3376,1,2020-06-16T04:25:11.000Z,"Hidden condition, NO REFUNDS DUE TO COVID
""5. Due to COVID-19 health reasons all opened items are ineligible for return.""

You would think this is flagged to customers in their email confirmation, but its hidden in the fine print.

Hope this helps someone rethink their purchase. Maybe buy from somewhere that allows you a grace period to try the instrument."
3377,5,2020-06-16T04:22:39.000Z,"Great first experience with Better Music
Great product first of all and shipped out really quickly. Also, great customer service, friendly and prompt with returning phone calls and answering questions. Will definitely look to Better Music for my next purchase."
3378,5,2020-06-16T02:15:43.000Z,"Absolute friendly professionals
Absolute friendly professionals! A pleasure to purchase from."
3379,5,2020-06-16T02:09:00.000Z,"Five star service
Great product. Excellent service. Thank you"
3380,3,2020-06-16T02:07:19.000Z,"Overall good service but the website…
Overall good service but the website needs fixing as the item I purchased was in stock according to the website but it turned out to not be in stock"
3381,5,2020-06-16T01:55:03.000Z,"No fuss
No fuss. Quick delivery"
3382,5,2020-06-16T01:44:12.000Z,Helpful staff and great amp
3383,5,2020-06-15T06:41:23.000Z,"Very professional and fantastic…
Very professional and fantastic customer service!"
3384,5,2020-06-15T06:17:33.000Z,"Competitive Prices & Great Customer Service
I ordered a Roland KS-10z keyboard stand online, and for some inexplicable reason forgot to put the unit number of my address! When I received the invoice and realised, I emailed them and they replied within minutes to say they'd updated it, (thanks Morgan!) Sure enough it arrived to the right address! Their communication was great, they also personally let me know by email when new stock of the stand was expected to arrive, (thanks Eric!), and it actually ended up being delivered weeks before I had anticipated. I highly recommend Better Music. Also the stand is absolutely awesome - super easy to put together and very sturdy. Just as I hoped!"
3385,5,2020-06-15T03:23:29.000Z,"Awesome,awesome,just awesome
Awesome,awesome,just awesome. Prompt and professional service. Will buy from them again"
3386,1,2020-06-15T01:30:25.000Z,"I got a faulty product
I got a faulty product. I am still waiting to resolve it and also waiting for a back order item which should not be accepted for payment in the first place when I made an order."
3387,5,2020-06-15T01:13:26.000Z,"Problems overcome
There were problems with the StarTrack delivery but Better Music sorted it out quickly and efficiently."
3388,5,2020-06-14T01:58:55.000Z,"Easy and fast transaction
Easy and fast transaction. Thank you Better Music. 😊 God bless"
3389,4,2020-06-13T22:24:55.000Z,"You guys were great, choose a different courier
You guys were great, but Toll, on the other hand. Managed to deliver the foot switch, but no the amp it attaches to. Then a two week run around with overseas based Helpline that couldn’t understand that just because the ‘system’ said something was delivered, it hadn’t arrived. Anyhow, apparently the amp will arrive next week now. Apparently."
3390,5,2020-06-13T19:45:57.000Z,"Happy Customer
Good constant updates on order and delivery
Timely delivery
Nicely packaged to avoid any damage
Product (Yamaha DTX402KPLUS Electronic Drum Kit) was received as described."
3391,4,2020-06-13T03:41:43.000Z,"Great service
Great service, quick delivery thanks"
3392,4,2020-06-13T02:47:27.000Z,"good!
good experience!"
